caption_clean,image+caption_target,political_leaning,likes,retweet_count,comment_count,view_count,poster_follower_count,poster_frequency,total_posts,mentions,hashtags,urls,Positive,Neutral,Negative,Compound,Persons,Organizations,Locations,Nationalities/religiious groups,Date,topic_label,image_filename,comment_file,Post ID,URL to tweet,creation_date,poster_handle,poster_display_name,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
 That really depends on the Puppet Masters. You know that. But for now OnlyFans here she comes. ,anti-harris,R,4,0,3,218,26915,4.364980544747081,5609,@BBCSounds @BBCWorld,,,0.0,1.0,0.0,0.0,[],[],[],['OnlyFans'],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\harris_streets2.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_streets2.csv,1854548929905406336,https://x.com/PogiBatch2/status/1854548929905406336/photo/1,Thu Nov 07 15:38:15 +0000 2024,PogiBatch2,PogiBatch2,0.09687048941850662,0.001907812780700624,0.002722563222050667,0.0016719866544008255,0.09740602970123291,0.002914555137977004,0.0010518799535930157
" 11,000,000illegal immigrants getting citizenship that is what was in the bill we have an invasion. NOT ONE of THEM were tested. That’s when I discovered COVID was a HOAX KaMALA is SCUM ",anti-harris,R,1,0,0,54,9866,132.96050955414012,104374,@KamalaHQ,,,0.0,0.911,0.089,-0.4278,"['COVID', 'a HOAX KaMALA']",[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\immigration.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\immigration.csv,1846882322148139050,https://x.com/Theboops01/status/1846882322148139050/photo/1,Thu Oct 17 11:53:53 +0000 2024,Theboops01,TrumpGirl,0.6634527444839478,0.02292805165052414,0.11065872013568878,0.006573960650712252,0.6489490866661072,0.07228268682956696,0.0025139946956187487
Trump Trump Trump! 🙏🏻🇺🇸❤️ ,pro-trump,R,6,1,2,491,637,20.259590792838875,15843,,,,0.0,1.0,0.0,0.0,"['Trump Trump Trump', '🇸']",[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_pray.jpg,,1853819309958545625,https://x.com/Rnelle2003/status/1853819309958545625,Tue Nov 05 15:19:00 +0000 2024,Rnelle2003,RNelle,0.01728266477584839,0.0007692482322454453,0.0015440506394952536,0.001516436692327261,0.011169685050845146,0.0010960381478071213,0.001090942183509469
 I’m from Springfield Ohio and everything being reported is true! ,pro-trump,R,0,0,0,21,637,20.259590792838875,15843,@elonmusk,,,0.256,0.744,0.0,0.4753,[],[],"['Springfield', 'Ohio']",[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\run_animals.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\run_animals.csv,1833501911883923871,https://x.com/Rnelle2003/status/1833501911883923871/photo/1,Tue Sep 10 13:44:55 +0000 2024,Rnelle2003,RNelle,0.004264418035745621,0.0005078589310869575,0.0011140098795294762,0.0012223654193803668,0.0023312445264309645,0.001384710893034935,0.0007660599076189101
 Animals lives matter!! ,pro-trump,R,0,0,0,3,637,20.259590792838875,15843,@elonmusk,,,0.457,0.543,0.0,0.1739,[],[],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\run_crowd.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\run_crowd.csv,1833504241207345375,https://x.com/Rnelle2003/status/1833504241207345375/photo/1,Tue Sep 10 13:54:10 +0000 2024,Rnelle2003,RNelle,0.005344667471945286,0.0005617777351289988,0.001151170232333243,0.0019732362125068903,0.0023145468439906836,0.0009383605211041868,0.000638672907371074
 ,pro-trump,R,0,0,0,2,637,20.259590792838875,15843,@TASPatriot @Jim_Jordan,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\pets_trump,Twitter_Scrape\Target_Trump\Pro\Comments\pets_trump.csv,1833505231767761036,https://x.com/Rnelle2003/status/1833505231767761036/photo/1,Tue Sep 10 13:58:06 +0000 2024,Rnelle2003,RNelle,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 I wonder what her total alcohol tab was over the campaign ,anti-harris,R,6,1,0,146,1551,30.685813751087903,35258,@MarioNawfal,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Harris\Anti\Images\harris_dolls_wine.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_dolls_wine.csv,1854541781573976389,https://x.com/BakedTurboFlash/status/1854541781573976389/photo/1,Thu Nov 07 15:09:51 +0000 2024,BakedTurboFlash,Baked Turbo Flash,0.012526420876383781,0.0005811381852254272,0.0014916678192093968,0.0006907603237777948,0.007641888223588467,0.0016098760534077883,0.0007664552540518343
" Read the thread , Boomer ",anti-harris,R,1,0,1,251,1551,30.685813751087903,35258,@1bertoTargaryen @JacobKo16 @NewsWire_US,,,0.0,1.0,0.0,0.0,['Boomer'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_wine_babies.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_wine_babies.csv,1854332098624057413,https://x.com/BakedTurboFlash/status/1854332098624057413/photo/1,Thu Nov 07 01:16:38 +0000 2024,BakedTurboFlash,Baked Turbo Flash,0.004679547622799873,0.00046950363321229815,0.0010149315930902958,0.001059691421687603,0.002599290804937482,0.000977630726993084,0.0006962104234844446
 Peanut Vengeance ,pro-trump,R,7,2,0,122,1551,30.685813751087903,35258,@LauraPowellEsq,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_squir.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_squir.csv,1854298966126395873,https://x.com/BakedTurboFlash/status/1854298966126395873/photo/1,Wed Nov 06 23:04:59 +0000 2024,BakedTurboFlash,Baked Turbo Flash,0.08312846720218658,0.004176114220172167,0.011576075106859207,0.04218759015202522,0.020565548911690712,0.0011594417737796903,0.0018728852737694979
 Trump voters support a larger degree of Bodily Autonomy than the demoncrats ,anti-harris,R,2,0,0,1240,1551,30.685813751087903,35258,@AaronBlake,,,0.213,0.787,0.0,0.4019,['Bodily Autonomy'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\wine_and_kid.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\wine_and_kid.csv,1854296438580130111,https://x.com/BakedTurboFlash/status/1854296438580130111/photo/1,Wed Nov 06 22:54:56 +0000 2024,BakedTurboFlash,Baked Turbo Flash,0.3500470221042633,0.008126738481223583,0.010362737812101841,0.0019805931951850653,0.2691989243030548,0.04892842099070549,0.08783714473247528
They should've left peanut alone ,pro-trump,R,0,1,0,53,1551,30.685813751087903,35258,,,,0.0,0.667,0.333,-0.25,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_pet.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_pet.csv,1854209390863413427,https://x.com/BakedTurboFlash/status/1854209390863413427/photo/1,Wed Nov 06 17:09:02 +0000 2024,BakedTurboFlash,Baked Turbo Flash,0.029833855107426643,0.0009504192275926471,0.0014078067615628242,0.0028897346928715706,0.019421301782131195,0.0008874581544660032,0.0009935644920915365
 Fluoride and Alcohol and Sugar are banned under project 2025 ,anti-harris,R,0,0,0,89,1551,30.685813751087903,35258,@MSNBC @VaughnHillyard,,,0.0,0.75,0.25,-0.4588,[],['Fluoride and Alcohol and Sugar'],[],[],['2025'],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_children.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_children.csv,1854206123693203511,https://x.com/BakedTurboFlash/status/1854206123693203511/photo/1,Wed Nov 06 16:56:04 +0000 2024,BakedTurboFlash,Baked Turbo Flash,0.0045760939829051495,0.0005103121511638165,0.0011444537667557597,0.0013030382106080651,0.0022420380264520645,0.0011732112616300583,0.0008320299093611538
"The media would like you to believe Kamala is climbing in the poles, the truth is... ",anti-harris,R,36,22,2,849,6450,3.535204451971933,14611,,,,0.255,0.745,0.0,0.5859,['Kamala'],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\harris_pole.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_pole.csv,1824266265789128906,https://x.com/badcarma69/status/1824266265789128906/photo/1,Fri Aug 16 02:05:45 +0000 2024,badcarma69,Badcarma69,0.012354222126305103,0.0005356184556148946,0.0011701654875651002,0.0008404035470448434,0.008109133690595627,0.0013639215612784028,0.0006475846166722476
 Don't ever watch the Epstein camera tapes Dre! ,anti-harris,R,5,1,1,140,6450,3.535204451971933,14611,@drefanzor,,,0.0,1.0,0.0,0.0,['Epstein'],['Dre'],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\harris_multiple_poles.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_multiple_poles.csv,1824268274894279016,https://x.com/badcarma69/status/1824268274894279016/photo/1,Fri Aug 16 02:13:44 +0000 2024,badcarma69,Badcarma69,0.0075567117892205715,0.0005115304375067353,0.0009813879150897264,0.0012386698508635163,0.00364915793761611,0.0015187214594334364,0.0008068686001934111
"Wait what? First she stole no Tax on Tips ... Now MAGA, this getting out of control! ",pro-trump,R,17,8,1,256,6450,3.535204451971933,14611,,,,0.0,0.865,0.135,-0.3595,['MAGA'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\harris_magahat.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\harris_magahat.csv,1824249580516511805,https://x.com/badcarma69/status/1824249580516511805/photo/1,Fri Aug 16 00:59:27 +0000 2024,badcarma69,Badcarma69,0.03522057086229324,0.0009467441122978926,0.0016404101625084877,0.0011789568234235048,0.028485562652349472,0.00139847572427243,0.0010032897116616368
 HOLD THE LINE! ,pro-trump,R,45,4,4,2048,6450,3.535204451971933,14611,@LaraLeaTrump,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\girl_maga_merch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\girl_maga_merch.csv,1853842480791220672,https://x.com/badcarma69/status/1853842480791220672/photo/1,Tue Nov 05 16:51:04 +0000 2024,badcarma69,Badcarma69,0.004583150614053011,0.0005263503990136087,0.0011383465025573969,0.001512138289399445,0.0022935299202799797,0.0010241507552564144,0.0008166299667209387
 Glad you enjoyed! LET's GO! ,pro-trump,R,1,0,1,32,6450,3.535204451971933,14611,@TheRealErod420,,,0.696,0.304,0.0,0.7835,['Glad'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\girl_maga_blkmerch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\girl_maga_blkmerch.csv,1853895509435621855,https://x.com/badcarma69/status/1853895509435621855/photo/1,Tue Nov 05 20:21:47 +0000 2024,badcarma69,Badcarma69,0.004342660307884216,0.0005245840875431895,0.001145653543062508,0.0013534873723983765,0.0022258551325649023,0.0014107802417129278,0.0008417627541348338
 You 2 look great! ,anti-harris,R,2,0,0,55,6450,3.535204451971933,14611,@KamalaHarris @DouglasEmhoff,,,0.687,0.313,0.0,0.6588,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_and_china.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_and_china.csv,1826731293583049049,https://x.com/badcarma69/status/1826731293583049049/photo/1,Thu Aug 22 21:20:54 +0000 2024,badcarma69,Badcarma69,0.00430150143802166,0.0005069658509455621,0.0011109292972832918,0.0012847784673795104,0.0023166388273239136,0.0012397634563967586,0.0008763440418988466
Fact: this is not AI. GO VOTE Trump. Trump. Trump. Trump. #ElectionDay #Election2024 #Trump2024 #Vote2024 #BuildOnTitanX #Crypto ,pro-trump,R,7,1,3,753,1572,13.241948802642444,16036,,"#ElectionDay, #Election2024, #Trump2024, #Vote2024, #BuildOnTitanX, #Crypto",,0.0,1.0,0.0,0.0,"['VOTE Trump', 'Trump', 'Trump', 'Trump', 'Crypto']",[],['AI'],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\bikini_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\bikini_trump.csv,1853859639021998240,https://x.com/DomHexCrypto/status/1853859639021998240,Tue Nov 05 17:59:15 +0000 2024,DomHexCrypto,Dom ⬣ Crypto ⬣ Entrepreneurship ⬣,0.011801542714238167,0.0005381950759328902,0.0009068347862921655,0.0006515957065857947,0.008823827840387821,0.002189110731706023,0.0005091929342597723
GO VOTE (not AI generated) Trump. Trump. Trump. Trump. #ElectionDay #Election2024 #Trump2024 #Vote2024 #BuildOnTitanX #Crypto #onlyfans ,pro-trump,R,8,3,0,761,1572,13.241948802642444,16036,,"#ElectionDay, #Election2024, #Trump2024, #Vote2024, #BuildOnTitanX, #Crypto, #onlyfans",,0.0,1.0,0.0,0.0,"['Trump', 'Trump', 'Trump', 'Trump']",['AI'],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\girls_trump_merch.jpg,,1853869226429501486,https://x.com/DomHexCrypto/status/1853869226429501486/photo/1,Tue Nov 05 18:37:21 +0000 2024,DomHexCrypto,Dom ⬣ Crypto ⬣ Entrepreneurship ⬣,0.028517337515950203,0.0008364723762497306,0.0010766946943476796,0.0006733961636200547,0.025019757449626923,0.0020779448095709085,0.0006352866184897721
Women GO VOTE! Trump. Trump. Trump. Trump. #ElectionDay #Election2024 #Trump2024 #Vote2024 #BuildOnTitanX #Crypto ,pro-trump,R,7,2,0,568,1572,13.241948802642444,16036,,"#ElectionDay, #Election2024, #Trump2024, #Vote2024, #BuildOnTitanX, #Crypto",,0.0,1.0,0.0,0.0,"['Trump', 'Trump', 'Trump', 'Crypto']",['Women GO'],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\girl_trump_shirt.jpg,,1853867964984172554,https://x.com/DomHexCrypto/status/1853867964984172554/photo/1,Tue Nov 05 18:32:20 +0000 2024,DomHexCrypto,Dom ⬣ Crypto ⬣ Entrepreneurship ⬣,0.029890405014157295,0.0009925399208441377,0.0014746863162145019,0.0008468871819786727,0.021001866087317467,0.010596733540296555,0.001001135678961873
" #KamalaLoser with cocaine on her jacket, wondering how she got $20m in debt. ",,,6,0,0,397,690,1.3080118694362015,6612,@ClownWorld_,#KamalaLoser,,0.0,0.828,0.172,-0.3612,[],['KamalaLoser'],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\harris_sad_coke.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_sad_coke.csv,1857066830650638827,https://x.com/avoura/status/1857066830650638827/photo/1,Thu Nov 14 14:23:29 +0000 2024,avoura,Free Your Mind,0.06696175038814545,0.0028339806012809277,0.009341780096292496,0.00546304602175951,0.03600066155195236,0.0030484695453196764,0.007229902315884829
" Trump's first day back in office in the White House, 20 January 2025. ",anti-harris,R,29,2,3,329,690,1.3080118694362015,6612,@fugustra1,,,0.0,1.0,0.0,0.0,[],"['Trump', 'the White House']",[],[],"['first day', '20 January 2025']",Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_floor_oval.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_floor_oval.csv,1856773277055631392,https://x.com/avoura/status/1856773277055631392/photo/1,Wed Nov 13 18:57:01 +0000 2024,avoura,Free Your Mind,0.004393658600747585,0.0004871877026744187,0.0010351291857659817,0.0011354296002537012,0.002395695773884654,0.0012940894812345505,0.0007147731375880539
 #cocaineKamala ,anti-harris,R,1,0,0,7,690,1.3080118694362015,6612,@FFT1776,#cocaineKamala,,0.0,1.0,0.0,0.0,['cocaineKamala'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_coke.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_coke.csv,1850450453294694796,https://x.com/avoura/status/1850450453294694796/photo/1,Sun Oct 27 08:12:22 +0000 2024,avoura,Free Your Mind,0.05475917458534241,0.0020504819694906473,0.013486001640558243,0.001763188629411161,0.036052264273166656,0.001953665167093277,0.003597453236579895
 #KamalaNuclear ,anti-harris,R,2,0,0,21,690,1.3080118694362015,6612,@RobertKennedyJr,#KamalaNuclear,,0.0,1.0,0.0,0.0,['KamalaNuclear'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_bomb.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_bomb.csv,1849873146259607802,https://x.com/avoura/status/1849873146259607802/photo/1,Fri Oct 25 17:58:21 +0000 2024,avoura,Free Your Mind,0.026420434936881065,0.0010479814372956753,0.0014128212351351976,0.0021325689740478992,0.01377513725310564,0.00933833047747612,0.0027177061419934034
 As usual.... ,anti-harris,R,2,1,0,204,4871,13.942946599408591,80158,@ResisttheMS,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_alc.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_alc.csv,1861585738204160197,https://x.com/aesagt/status/1861585738204160197/photo/1,Wed Nov 27 01:40:01 +0000 2024,aesagt,ALL IN ON CRYPTO,0.0044362773187458515,0.0004740118165500462,0.0011275142896920443,0.001158487400971353,0.0024079210124909878,0.0010874993167817593,0.0009187606628984213
 As usual! ,anti-harris,R,0,0,0,107,4871,13.942946599408591,80158,@Jessica_4_Trump,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_vodka.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_vodka.csv,1861573884375425070,https://x.com/aesagt/status/1861573884375425070/photo/1,Wed Nov 27 00:52:55 +0000 2024,aesagt,ALL IN ON CRYPTO,0.004396492149680853,0.0005024030688218772,0.0011520677944645286,0.001299243071116507,0.002305821515619755,0.001139321830123663,0.0009384463191963732
" Thank your ""border czar""! ",anti-harris,R,13,2,4,610,4871,13.942946599408591,80158,@Jim_Jordan,,,0.482,0.518,0.0,0.4199,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\boarder_tzar.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\boarder_tzar.csv,1852709998645727453,https://x.com/aesagt/status/1852709998645727453/photo/1,Sat Nov 02 13:51:00 +0000 2024,aesagt,ALL IN ON CRYPTO,0.004337049555033445,0.00048369570868089795,0.0010332547826692462,0.001128766918554902,0.002409942215308547,0.0014028436271473765,0.0006755305803380907
😍🤩😍 #VoteTrump ... Don't MAKE us #MakeYou !!!💋 Woohoo !!! 🥳🎉🌞😎💥🔥 #MAGA ❤️🇺🇸 #TrumpWon 👍🍊 ,pro-trump,R,592,60,20,12490,117142,22.69534679543459,25850,,"#VoteTrump, #MakeYou, #MAGA, #TrumpWon",,0.242,0.758,0.0,0.6671,"['MakeYou', '🌞', 'MAGA']","['Woohoo', 'TrumpWon']",[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\american_swim.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\american_swim.csv,1850594537716199439,https://x.com/JannaPart2/status/1850594537716199439,Sun Oct 27 17:44:54 +0000 2024,JannaPart2,Janna Deplorable Part 2,0.04372662678360939,0.0015387565363198519,0.004536450374871492,0.00156593497376889,0.03346552327275276,0.003982343710958958,0.001414411817677319
Who are you voting for? #maga #maga2024 ,pro-trump,R,86,8,10,1445,1838,4.410852713178294,1138,,"#maga, #maga2024",,0.0,1.0,0.0,0.0,"['maga', 'maga2024']",[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\readhead.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\readhead.csv,1852002809383633093,https://x.com/redjuliegarnier/status/1852002809383633093/photo/1,Thu Oct 31 15:00:52 +0000 2024,redjuliegarnier,redjuliegarnier,0.0046723708510398865,0.0004647857276722789,0.0010284073650836945,0.0010379654122516513,0.0026650691870599985,0.0009491732344031334,0.0006659916834905744
Is that clear enough? #maga #MAGA2024 ,pro-trump,R,84,7,11,3353,1838,4.410852713178294,1138,,"#maga, #MAGA2024",,0.342,0.658,0.0,0.3818,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\red_maga.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\red_maga.csv,1852301552393896410,https://x.com/redjuliegarnier/status/1852301552393896410/photo/1,Fri Nov 01 10:47:58 +0000 2024,redjuliegarnier,redjuliegarnier,0.0043317112140357494,0.00048694509314373136,0.0010610325261950493,0.0011481165420264006,0.0024686676915735006,0.0011289847316220403,0.0007315291441045702
Hi guys! #maga #MAGA24 #MAGADOGE ,pro-trump,R,66,7,9,1349,1838,4.410852713178294,1138,,"#maga, #MAGA24, #MAGADOGE",,0.0,1.0,0.0,0.0,['MAGADOGE'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\redhead_green.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\redhead_green.csv,1857152254886748442,https://x.com/redjuliegarnier/status/1857152254886748442/photo/1,Thu Nov 14 20:02:56 +0000 2024,redjuliegarnier,redjuliegarnier,0.004608703777194023,0.00046693882904946804,0.0010186033323407173,0.0010949387215077877,0.0025867167860269547,0.0009678601054474711,0.0007050574058666825
Happy #redfriday to everybody! Remember Everyone Deployed! #MAGA ,pro-trump,R,128,9,15,2212,1838,4.410852713178294,1138,,"#redfriday, #MAGA",,0.38,0.62,0.0,0.6467,['MAGA'],[],[],[],['redfriday'],Negative Candaite Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\redhead_pool.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\redhead_pool.csv,1857398462867738911,https://x.com/redjuliegarnier/status/1857398462867738911/photo/1,Fri Nov 15 12:21:16 +0000 2024,redjuliegarnier,redjuliegarnier,0.004544500261545181,0.0005064828437753022,0.00103462440893054,0.001362257869914174,0.0023384299129247665,0.0012286234414204955,0.0006550633115693927
#TrumpIsGoingDown #KamalasAlwaysGoingDown ,anti-harris,R,35,6,8,3059,775,52.11046511627907,8963,,"#TrumpIsGoingDown, #KamalasAlwaysGoingDown",,0.0,1.0,0.0,0.0,['KamalasAlwaysGoingDown'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\suggestive.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\suggestive.csv,1852618208584626594,https://x.com/DiojiBarkerK9X/status/1852618208584626594,Sat Nov 02 07:46:15 +0000 2024,DiojiBarkerK9X,Dioji Barker K9X ™,0.058041248470544815,0.0029618218541145325,0.0035907216370105743,0.02834388241171837,0.025519805029034615,0.0026479517109692097,0.0019639809615910053
 Trump is the antichrist. ,anti-trump,D,23,4,1,1096,1217,21.470225872689937,10456,@RonFilipkowski,,,0.0,1.0,0.0,0.0,['Trump'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Anti\Images\devil_trump.jpg,Twitter_Scrape\Target_Trump\Anti\Comments\devil_trump.csv,1846018203308241043,https://x.com/wicked_witch33/status/1846018203308241043/photo/1,Tue Oct 15 02:40:11 +0000 2024,wicked_witch33,Nunya Business,0.7241639494895935,0.022705422714352608,0.009265640750527382,0.002271133242174983,0.6552976965904236,0.19908495247364044,0.004238420631736517
" We've all been waiting for a long time for this like a long time like forever, we got called names when we brought up Trump and Epstein. And now you drop it 5 days before an election? 40% of registered voters have already voted. ",anti-trump,D,70,9,0,2085,1217,21.470225872689937,10456,@MichaelWolffNYC,,,0.125,0.829,0.046,0.5647,['Epstein'],['Trump'],[],[],['5 days'],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Anti\Images\esptine_trump.jpg,,1852211343094350335,https://x.com/wicked_witch33/status/1852211343094350335,Fri Nov 01 04:49:31 +0000 2024,wicked_witch33,Nunya Business,0.008642547763884068,0.00046467152424156666,0.0008361496729776263,0.0008380899671465158,0.005697519052773714,0.0013351452071219683,0.0006301677785813808
#KamalaGropedMe ,anti-harris,R,7,2,9,3476,455,12.183206106870228,9576,,#KamalaGropedMe,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\nazi_speech.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\nazi_speech.csv,1849267773291012599,https://x.com/the_war_reporte/status/1849267773291012599,Thu Oct 24 01:52:49 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.011850466951727867,0.0005349092534743249,0.0009915634291246533,0.0010952204465866089,0.0075358133763074875,0.001055681612342596,0.0009615930612199008
 ,anti-harris,R,1,0,0,39,455,12.183206106870228,9576,@lookner,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\nazi-mask2.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\nazi-mask2.csv,1853559051491152174,https://x.com/the_war_reporte/status/1853559051491152174/photo/1,Mon Nov 04 22:04:49 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 ,anti-harris,R,0,0,0,10,455,12.183206106870228,9576,@katyperry @KamalaHarris,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\nazi_hall2.jpg,,1853545439485665474,https://x.com/the_war_reporte/status/1853545439485665474/photo/1,Mon Nov 04 21:10:44 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 You voted for communism ,anti-harris,R,0,0,0,5,455,12.183206106870228,9576,@JeffreyLightfo8 @GuntherEagleman,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\nazi-mask.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\nazi-mask.csv,1853503986441273476,https://x.com/the_war_reporte/status/1853503986441273476/photo/1,Mon Nov 04 18:26:01 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.008929996751248837,0.00047902503865770996,0.0008691167458891869,0.0007484860834665596,0.005864159669727087,0.0013174747582525015,0.0006251277518458664
 ,anti-harris,R,1,0,0,50,455,12.183206106870228,9576,@bejeweled_one @DisavowTrump20,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\commander_harris.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\commander_harris.csv,1853492903743529420,https://x.com/the_war_reporte/status/1853492903743529420/photo/1,Mon Nov 04 17:41:59 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
